text,intent,profession,source
نبغي زين واحد ينضفلي الدار دروك قبل ما يجو الضياف,urgent_service,cleaner,hand
الجبس تاع الديكور في السقف طاح شطر منو,find_worker,plasterer,hand
تركيب قضيب الريدو فوق الفنيترة مع التثبيت في الجبس,find_worker,carpenter,hand
الحيط فيه بقع رطوبة ونحبو صباغة ضد الرطوبة,find_worker,painter,hand
نبغي نتاع البناء يجيني دوك للحوش راه الحيط قاعد يطيح,urgent_service,mason,hand
الطاولة اللي ركبناها الشهر اللي فات عادت تتحرك وحدها,find_worker,carpenter,hand
البورطاي الحديد كي تسكرو يصدر صوت وما يقفلش بالمفتاح,find_worker,welder,hand
نحتاج واحد يجيني للدار اليوم ضروري,find_worker,none,hand
kayen chi wa7ed disponible had el weekend y3aweni f dar?,find_worker,none,hand
وين نلقى قاعة حفلات للكرا في سطيف؟,out_of_scope,none,hand
كيفاش نحمل الصور في التطبيق من الغالوري تاع التيليفون؟,app_question,none,hand
واش نقدر نستعمل التطبيق بلا ما نفعّل الجيبياس؟,app_question,none,hand
نبيع صالون سيمي نيف بسومة مليحة شكون مهتم,out_of_scope,none,hand
chkoun ye3ref site bach ncommandi des pieces ta3 telephone?,out_of_scope,none,hand
نحوس على كورس تاع الانجليزية اونلاين بالصح مليح,out_of_scope,none,hand
weche rakom les amis kolchi mli7?,greeting_chitchat,none,hand
صحيتو خاوتي ربي يعيشكم على الخدمة الشابة,greeting_chitchat,none,hand
mca wela usma lyoum chkoun yerbe7?,out_of_scope,none,hand
نحتاج بابي سيتر تقعد مع الصغير نهار الويكاند,out_of_scope,none,hand
جيراني يديرو الزقا بزاف واش نديار معاهم قانونيا؟,out_of_scope,none,hand
3andi mochkil f compte CCP ta3i chkoun y3aweni?,out_of_scope,none,hand
نحوس على وحدة تعلمني نخيط بالماشينة في دارها,out_of_scope,none,hand
وين نشري تريسيتي بالجملة للمشروع تاعي؟,out_of_scope,none,hand
نحب نركب دوش ايطالياني في الحمام الجديد,find_worker,plumber,hand
التويو تحت المجلى يرش الما في كل جيهة,urgent_service,plumber,hand
الما يقطر من البلافون جاي من الدار لي فوقنا,find_worker,plumber,hand
ch7al ykalef tarkib cabine de douche kamla?,price_inquiry,plumber,hand
وصلاتنا الكوزينة ديمونطي من المغازة ونحتاجو لي يركبها,find_worker,carpenter,hand
تركيب دريسينغ كامل في بيت النوم,find_worker,carpenter,hand
chrit des meubles demontables w n7taj chkoun yrakebhom,find_worker,carpenter,hand
نديرو درج حديد يطلع للسطح,find_worker,welder,hand
القفص تاع الطيور فوق السطح يحتاج تلحام من جديد,find_worker,welder,hand
escalier metallique en colimaçon lel garage,find_worker,welder,hand
تحديد اللحية والكونتور نظيف بلا تحفيفة,find_worker,barber,hand
شعري طويل بزاف وخصني نحفف اليومين هذو,find_worker,barber,hand
الجلابة تاع المرا طويلة عليها ونحبو نقصروها,find_worker,tailor,hand
خياطة بدلة ختان تقليدية للطفل الصغير,find_worker,tailor,hand
عندي سروالين وفيستة يحتاجو تقصير عند الخياط,find_worker,tailor,hand
شحال يعمرولك الغاز تاع الكليمة هذي الايام؟,price_inquiry,ac_repair,hand
recharge ta3 gaz lel clim ch7al tji?,price_inquiry,ac_repair,hand
التلفزة تطفي وتشعل وحدها كل شوية,find_worker,appliance_repair,hand
la télé wellat tetfa wa7edha w ma3reftch 3lah,find_worker,appliance_repair,hand
نحولو بالعايلة والمعيشة كامل لولاية اخرى,find_worker,mover,hand
transport ta3 la ma3icha kamla l dar jdida f wilaya okhra,find_worker,mover,hand
العايلة كامل جاية للعشا والدار محتاجة ترتيب وتنظيف فيسع,urgent_service,cleaner,hand
شحال يدير المتر تاع البني عندكم؟,price_inquiry,mason,hand
le crepissage ta3 la façade par metre ch7al?,price_inquiry,mason,hand
عندنا نخلة في الحوش نحبو نقصوها شكون نعيطولو؟,out_of_scope,none,hand
وين نلقى بانيو رخيص للشرا في العاصمة؟,out_of_scope,none,hand
