text,intent,profession,source
حلاقة في الدار لشيخ كبير ما يقدرش يخرج من فضلكم ناشط,find_worker,barber,synth_v6_quality
سلام خويا، بشحال الخدمة تاع منوزيي تقريبا؟,price_inquiry,carpenter,synth_v5_base
سلام خويا، عندي دار جديدة في بشحال الخدمة تاع منوزيي تقريبا؟,price_inquiry,carpenter,synth_v6_persona
dorka dork robe soirée sur mesure,urgent_service,tailor,synth_v5_base
dorka dork robe soirée sur mesure la semaine prochaine,urgent_service,tailor,synth_v6_time
dorka dork robe soirée sur mesure f manti9a ba3ida,urgent_service,tailor,synth_v6_location
"slm, n7eb ncheri machina saboun jdida chhal lsoum?",out_of_scope,none,synth_v5_base
وين نلقى بيتزيريا مليحة في Bordj Bou Arreridj؟ والله غير حاصل,out_of_scope,none,synth_v5_base
kifah nchouf les avis ta3 worker?,app_question,none,synth_v5_base
dorka dork les lampes yrigliw wa7edhom,urgent_service,electrician,synth_v5_base
darori: dorka dork les lampes yrigliw wa7edhom,urgent_service,electrician,synth_v6_urgency
dorka dork les lampes yrigliw wa7edhom mjarreb,urgent_service,electrician,synth_v6_quality
dorka dork les lampes yrigliw wa7edhom f villa,urgent_service,electrician,synth_v6_location
dorka dork les lampes yrigliw wa7edhom m3a l bard,urgent_service,electrician,synth_v6_seasonal
embrayage yzle9 n7taj mécanicien tawa dork,urgent_service,mechanic,synth_v5_base
yji daba: embrayage yzle9 n7taj mécanicien tawa dork,urgent_service,mechanic,synth_v6_urgency
embrayage yzle9 n7taj mécanicien tawa dork m3a garantie,urgent_service,mechanic,synth_v6_quality
clim ydir bruit bizarre chkoun 3ando solution,find_worker,ac_repair,synth_v5_base
darori: clim ydir bruit bizarre chkoun 3ando solution,urgent_service,ac_repair,synth_v6_urgency
clim ydir rani mosta2jer f bruit bizarre chkoun 3ando solution,find_worker,ac_repair,synth_v6_persona
clim ydir bruit bizarre chkoun 3ando solution f 7ay ra9i,find_worker,ac_repair,synth_v6_location
راني نحوس على مول الكليمة في بجاية,find_worker,ac_repair,synth_v5_base
راني نحوس على مول الكليمة في بجاية قبل الشتا,find_worker,ac_repair,synth_v6_time
راني نحوس عندي دار جديدة في على مول الكليمة في بجاية,find_worker,ac_repair,synth_v6_persona
ya cheikh wach el khlas ykoun kach wla balkarta?,app_question,none,synth_v5_base
drari y7afffo gbel l3id men fadlkom,find_worker,barber,synth_v5_base
kifach ngim l3aml b3ed el khdema?,app_question,none,synth_v5_base
wech rak?,greeting_chitchat,none,synth_v5_base
يا خويا سلام عليكم,greeting_chitchat,none,synth_v5_base
urgence!! le placo tqawes mel humidité f Setif,urgent_service,plasterer,synth_v5_base
besoin vite: urgence!! le placo tqawes mel humidité f Setif,urgent_service,plasterer,synth_v6_urgency
urgence!! le placo tqawes mel humidité f Setif professionnel,urgent_service,plasterer,synth_v6_quality
عندي حلاقة في الدار لشيخ كبير ما يقدرش يخرج في الدار، واش نديار؟,find_worker,barber,synth_v5_base
شحال نخلص باش نصلح الدوش مقطوع الما؟,price_inquiry,plumber,synth_v5_base
نحتاج بسرعة: شحال نخلص باش نصلح الدوش مقطوع الما؟,price_inquiry,plumber,synth_v6_urgency
شحال نخلص باش نصلح الدوش مقطوع الما؟ هاذ الشهر,price_inquiry,plumber,synth_v6_time
شحال نخلص والدة مريضة في الدار في باش نصلح الدوش مقطوع الما؟,price_inquiry,plumber,synth_v6_persona
شحال نخلص باش نصلح الدوش مقطوع الما؟ ناشط,price_inquiry,plumber,synth_v6_quality
3aounouni! nheb ndiar siaj 7oul el jnan wrani 7asl,urgent_service,mason,synth_v5_base
yji daba: 3aounouni! nheb ndiar siaj 7oul el jnan wrani 7asl,urgent_service,mason,synth_v6_urgency
rani n7awes 3la maçon f Setif svp,find_worker,mason,synth_v5_base
yji daba: rani n7awes 3la maçon f Setif svp,urgent_service,mason,synth_v6_urgency
rani n7awes 3la maçon f Setif svp avant ramadan,find_worker,mason,synth_v6_time
rani n7awes 3la maçon f Setif svp m3a chta barda,find_worker,mason,synth_v6_seasonal
ch7al nkhalles bach nsale7 clim tetlok ri7a khayba? ya kho,price_inquiry,ac_repair,synth_v5_base
wach ne9der nesta3mel l appli offline,app_question,none,synth_v5_base
سلام خويا، واش هي الأسعار نتاع tabbakha في Chlef؟,price_inquiry,caterer,synth_v5_base
توا توا: سلام خويا، واش هي الأسعار نتاع tabbakha في Chlef؟,price_inquiry,caterer,synth_v6_urgency
سلام خويا، واش هي الأسعار نتاع tabbakha في Chlef؟ معقول,price_inquiry,caterer,synth_v6_quality
ارجو المساعدة بسرعة، الطوموبيل تدخن دخان كحل,urgent_service,mechanic,synth_v5_base
ارجو المساعدة بسرعة، الطوموبيل تدخن دخان كحل اليوم أو غدوة,urgent_service,mechanic,synth_v6_time
وين نشري ماكينة خياطة جديدة في Ouargla؟ والله غير حاصل,out_of_scope,none,synth_v5_base
يا خويا كيفاش نشوف تقييمات العامل قبل ما نخدم معاه؟,app_question,none,synth_v5_base
شحال يدير ميكانيكي في تيارت؟,price_inquiry,mechanic,synth_v5_base
شحال يدير ميكانيكي في تيارت؟ ياسر مليح,price_inquiry,mechanic,synth_v6_quality
ndirou drabzin 7did lledrej,find_worker,welder,synth_v5_base
darori: ndirou drabzin 7did lledrej,urgent_service,welder,synth_v6_urgency
ndirou villa f drabzin 7did lledrej,find_worker,welder,synth_v6_persona
ndirou drabzin 7did lledrej m3a l bard,find_worker,welder,synth_v6_seasonal
الطوموبيل تحبس في نص الطريق وشكرا مسبقا,find_worker,mechanic,synth_v5_base
الطوموبيل تحبس في نص الطريق وشكرا مسبقا مضمون,find_worker,mechanic,synth_v6_quality
الطوموبيل تحبس في نص الطريق وشكرا مسبقا في فيلا,find_worker,mechanic,synth_v6_location
يعطيكم الصحة، نحوس مول البناء ناشط في وهران بارك الله فيكم,find_worker,mason,synth_v5_base
يعطيكم الصحة، نحوس مول البناء ناشط في وهران بارك الله فيكم قبل الصيف,find_worker,mason,synth_v6_time
يعطيكم الصحة، نحوس عندي دار جديدة في مول البناء ناشط في وهران بارك الله فيكم,find_worker,mason,synth_v6_persona
واش كاين شي حلاق قريب من بجاية؟,find_worker,barber,synth_v5_base
الدار فيها الما حابس في الدار كامل من سيمانة كاملة,find_worker,plumber,synth_v5_base
الدار عندي فيلا في فيها الما حابس في الدار كامل من سيمانة كاملة,find_worker,plumber,synth_v6_persona
الدار فيها الما حابس في الدار كامل من سيمانة كاملة ما عادش يتحمل,find_worker,plumber,synth_v6_intensifier
واش نقدر نخدم كعامل وكليان في نفس الوقت؟ وشكرا مسبقا,app_question,none,synth_v5_base
نحتاج طياب للوليمة نهار السبت، شكون يعرف tabbakha مليح؟ بارك الله فيكم,find_worker,caterer,synth_v5_base
نحتاج عندي فيلا في طياب للوليمة نهار السبت، شكون يعرف tabbakha مليح؟ بارك الله فيكم,find_worker,caterer,synth_v6_persona
نحتاج طياب للوليمة نهار السبت، شكون يعرف tabbakha مليح؟ بارك الله فيكم رخيص,find_worker,caterer,synth_v6_quality
نحتاج طياب للوليمة نهار السبت، شكون يعرف tabbakha مليح؟ بارك الله فيكم في عمارة قديمة,find_worker,caterer,synth_v6_location
cas urgent: cloison placo bach n9assmou la chambre,urgent_service,plasterer,synth_v5_base
cas urgent: appartement f cloison placo bach n9assmou la chambre,urgent_service,plasterer,synth_v6_persona
cas urgent: cloison placo bach n9assmou la chambre f villa,urgent_service,plasterer,synth_v6_location
chhal ykelf ldouch maqtou3 el ma,price_inquiry,plumber,synth_v5_base
urgent: chhal ykelf ldouch maqtou3 el ma,price_inquiry,plumber,synth_v6_urgency
chhal ykelf ldouch maqtou3 el ma f 3amara 9dima,price_inquiry,plumber,synth_v6_location
العجلة تنفّس فيسع فيسع,urgent_service,mechanic,synth_v5_base
seche-linge khasser 3awnouni,find_worker,appliance_repair,synth_v5_base
seche-linge khasser 3awnouni la semaine prochaine,find_worker,appliance_repair,synth_v6_time
seche-linge khasser 3awnouni f 7ay ra9i,find_worker,appliance_repair,synth_v6_location
ياخو الله يخليكم الكليماتيزور يدير صوت غريب ومأدرتش نلأى حل,urgent_service,ac_repair,synth_v5_base
مستعجل: نحتاج منوزيي اليوم في سكيكدة يعطيكم الصحة,urgent_service,carpenter,synth_v5_base
مستعجل: نحتاج راني طالب في منوزيي اليوم في سكيكدة يعطيكم الصحة,urgent_service,carpenter,synth_v6_persona
مستعجل: نحتاج منوزيي اليوم في سكيكدة يعطيكم الصحة في حي راقي,urgent_service,carpenter,synth_v6_location
nheb tabbakha yji lyoum l Chlef,find_worker,caterer,synth_v5_base
nheb tabbakha yji lyoum l Chlef aujourd hui,find_worker,caterer,synth_v6_time
nheb tabbakha yji lyoum l Chlef f appartement sghir,find_worker,caterer,synth_v6_location
الله يخليكم نحتاج فيدونج وتبديل الفيلترات ومگدرتش نلگى حل,urgent_service,mechanic,synth_v5_base
بليز: الله يخليكم نحتاج فيدونج وتبديل الفيلترات ومگدرتش نلگى حل,urgent_service,mechanic,synth_v6_urgency
الله يخليكم نحتاج فيدونج وتبديل الفيلترات ومگدرتش نلگى حل معقول,urgent_service,mechanic,synth_v6_quality
demenagement ta3 bureau n7taj déménageur tawa dork svp,urgent_service,mover,synth_v5_base
demenagement ta3 bureau n7taj déménageur tawa dork svp demain matin,urgent_service,mover,synth_v6_time
demenagement ta3 bureau n7taj déménageur tawa dork svp m3a9oul,urgent_service,mover,synth_v6_quality
demenagement ta3 bureau n7taj déménageur tawa dork svp men l humidité,urgent_service,mover,synth_v6_seasonal
شحال يدير عاملة تنظيف في سطيف؟,price_inquiry,cleaner,synth_v5_base
شحال يدير عاملة تنظيف في سطيف؟ في فيلا,price_inquiry,cleaner,synth_v6_location
شحال يدير عاملة تنظيف في سطيف؟ خايف يولي أكثر,price_inquiry,cleaner,synth_v6_intensifier
نحتاج مول الخياطة يجي غدوة الصباح لـ عنابة,find_worker,tailor,synth_v5_base
نحتاج مول الخياطة يجي غدوة الصباح لـ عنابة في المدينة الجامعية,find_worker,tailor,synth_v6_location
rani nhawes 3la li ysala7 la clim f wregla,find_worker,ac_repair,synth_v5_base
rani nhawes 3la li ysala7 la clim f wregla avant ramadan,find_worker,ac_repair,synth_v6_time
rani nhawes 3la 3andi magazin f li ysala7 la clim f wregla,find_worker,ac_repair,synth_v6_persona
يا جماعة يعيشك خويا,greeting_chitchat,none,synth_v5_base
نحب نبدل بلاصة الكليمة!! نحتاج واحد يجي فيسع,urgent_service,ac_repair,synth_v5_base
combien pour tableau electrique 9dim,price_inquiry,electrician,synth_v5_base
urgent: combien pour tableau electrique 9dim,price_inquiry,electrician,synth_v6_urgency
combien pour tableau electrique 9dim madmoun,price_inquiry,electrician,synth_v6_quality
combien pour tableau electrique 9dim men les pluies,price_inquiry,electrician,synth_v6_seasonal
3andi escalier en bois yzegzeg,find_worker,carpenter,synth_v5_base
3andi escalier en bois yzegzeg vendredi,find_worker,carpenter,synth_v6_time
"svp mol l placo f Constantine vite, cloison placo bach ngassmou la chambre",urgent_service,plasterer,synth_v5_base
chkoun 3ando numero ta3 مول الصباغة f تلمسان?,find_worker,painter,synth_v5_base
راني نحوس على مول الضو في بليدة,find_worker,electrician,synth_v5_base
راني نحوس على مول الضو في بليدة معقول,find_worker,electrician,synth_v6_quality
"3andi moteur yeskhon bezzaf, chkoun ye3ref mécanicien mli7?",find_worker,mechanic,synth_v5_base
"3andi moteur yeskhon bezzaf, chkoun ye3ref mécanicien mli7? vendredi",find_worker,mechanic,synth_v6_time
"3andi moteur yeskhon bezzaf, chkoun ye3ref mécanicien mli7? serieux",find_worker,mechanic,synth_v6_quality
"3andi moteur yeskhon bezzaf, chkoun ye3ref mécanicien mli7? f centre ville",find_worker,mechanic,synth_v6_location
ارجو المساعدة بسرعة، نبغي ديكور جبس في السقف,urgent_service,plasterer,synth_v5_base
ارجو المساعدة بسرعة، نبغي ديكور جبس في السقف اليوم أو غدوة,urgent_service,plasterer,synth_v6_time
ارجو المساعدة بسرعة، نبغي ديكور جبس في السقف ناشط,urgent_service,plasterer,synth_v6_quality
ch7al prix ta3 abonnement par mois?,app_question,none,synth_v5_base
ارجو المساعدة بسرعة، جبس السقف طايح شوية شوية,urgent_service,plasterer,synth_v5_base
عافاكم: ارجو المساعدة بسرعة، جبس السقف طايح شوية شوية,urgent_service,plasterer,synth_v6_urgency
ارجو المساعدة بسرعة، جبس السقف طايح شوية شوية قبل العيد بيومين,urgent_service,plasterer,synth_v6_time
ارجو المساعدة بسرعة، جبس السقف طايح شوية شوية من الأمطار,urgent_service,plasterer,synth_v6_seasonal
ya cheikh labas 3likm?,greeting_chitchat,none,synth_v5_base
نبغي نتعلم الخياطة واش كاين تكوين ڨريب؟,out_of_scope,none,synth_v5_base
chakhchoukha l mounasba,find_worker,caterer,synth_v5_base
ya kho: chakhchoukha l mounasba,urgent_service,caterer,synth_v6_urgency
chakhchoukha l mounasba m3a garantie,find_worker,caterer,synth_v6_quality
peinture ta3 chambre d'enfants 3awnouni,find_worker,painter,synth_v5_base
نگدر نلگى لي يصلح الكليمة يجي اليوم لـ جيجل؟,find_worker,ac_repair,synth_v5_base
نگدر نلگى لي يصلح الكليمة يجي اليوم لـ جيجل؟ نهار السبت الصباح,find_worker,ac_repair,synth_v6_time
نگدر نلگى لي يصلح الكليمة يجي اليوم لـ جيجل؟ في فيلا,find_worker,ac_repair,synth_v6_location
llh ykhelikm el klima tjemd wte7bes w7edha wme9dertech nle9a 7l merci,urgent_service,ac_repair,synth_v5_base
llh ykhelikm villa f el klima tjemd wte7bes w7edha wme9dertech nle9a 7l merci,urgent_service,ac_repair,synth_v6_persona
شكون ربح الكان هاد العام,out_of_scope,none,synth_v5_base
"bliz mol el khiata f skikda douk dork, tre9i3 ljakita l9dima ya kho",urgent_service,tailor,synth_v5_base
"bliz rani mosta2jer f mol el khiata f skikda douk dork, tre9i3 ljakita l9dima ya kho",urgent_service,tailor,synth_v6_persona
prof ta3 maths l les cours particuliers svp,out_of_scope,none,synth_v5_base
wech el ttebi9 mjani wla balkhelas?,app_question,none,synth_v5_base
n7taj mecanicien yji ghodwa el sba7 l Tlemcen,find_worker,mechanic,synth_v5_base
yji daba: n7taj mecanicien yji ghodwa el sba7 l Tlemcen,urgent_service,mechanic,synth_v6_urgency
rahi 3nedi n7taj ntouaia wsiana clima 9bel el sif w7asl,find_worker,ac_repair,synth_v5_base
rahi villa f 3nedi n7taj ntouaia wsiana clima 9bel el sif w7asl,find_worker,ac_repair,synth_v6_persona
rahi 3nedi n7taj ntouaia wsiana clima 9bel el sif w7asl professionnel,find_worker,ac_repair,synth_v6_quality
تصليح سودير في السلم الحديدي,find_worker,welder,synth_v5_base
تصليح سودير في السلم الحديدي الأسبوع هذا,find_worker,welder,synth_v6_time
تصليح سودير في السلم الحديدي ثقة,find_worker,welder,synth_v6_quality
kifach neb3et demande de service?,app_question,none,synth_v5_base
راهي عندي نحتاج طباخة لعرس مية نفر وحاصل,find_worker,caterer,synth_v5_base
راهي عندي نحتاج طباخة لعرس مية نفر وحاصل الأسبوع الجاي,find_worker,caterer,synth_v6_time
راهي عندي نحتاج طباخة لعرس مية نفر وحاصل عندو سمعة,find_worker,caterer,synth_v6_quality
سلام خويا، واش معنى الاشتراك برو للعامل؟,app_question,none,synth_v5_base
ya khouya sbagha labouab walfenitrat chkoun 3nedou 7l,find_worker,painter,synth_v5_base
urgent: ya khouya sbagha labouab walfenitrat chkoun 3nedou 7l,urgent_service,painter,synth_v6_urgency
ya khouya sbagha labouab walfenitrat chkoun 3nedou 7l aujourd hui,find_worker,painter,synth_v6_time
ya khouya sbagha labouab walfenitrat chkoun 3nedou 7l khayef ywelli akther,find_worker,painter,synth_v6_intensifier
7it l7ouch mail wkhaifin yti7 3aounouni,find_worker,mason,synth_v5_base
besoin vite: 7it l7ouch mail wkhaifin yti7 3aounouni,urgent_service,mason,synth_v6_urgency
7it l7ouch mail wkhaifin yti7 3aounouni m3a l7ar chadid,find_worker,mason,synth_v6_seasonal
ch7al taman bach ndir toute la maison sans courant,price_inquiry,electrician,synth_v5_base
ch7al taman bach ndir toute la maison sans courant khtar bezzaf,price_inquiry,electrician,synth_v6_intensifier
ch7al taman bach ndir toute la maison sans courant m3a l bard,price_inquiry,electrician,synth_v6_seasonal
meuble tv en placo fel mur w ma 3reftch win nrou7 rabi y7afdkom,find_worker,plasterer,synth_v5_base
meuble tv en appartement f placo fel mur w ma 3reftch win nrou7 rabi y7afdkom,find_worker,plasterer,synth_v6_persona
meuble tv en placo fel mur w ma 3reftch win nrou7 rabi y7afdkom f centre ville,find_worker,plasterer,synth_v6_location
chhal ykelf dimnajmoun kamel lledar?,price_inquiry,mover,synth_v5_base
chhal ykelf dimnajmoun kamel lledar? f centre ville,price_inquiry,mover,synth_v6_location
kifah nkhedm bhad el ttebi9?,app_question,none,synth_v5_base
nettoyage appartement 9bel ma nekriwah w ma 3reftch win nrou7,find_worker,cleaner,synth_v5_base
besoin vite: nettoyage appartement 9bel ma nekriwah w ma 3reftch win nrou7,urgent_service,cleaner,synth_v6_urgency
nettoyage 3ajouza wa7dani f appartement 9bel ma nekriwah w ma 3reftch win nrou7,find_worker,cleaner,synth_v6_persona
nettoyage appartement 9bel ma nekriwah w ma 3reftch win nrou7 f dawahi,find_worker,cleaner,synth_v6_location
ch7al ykalefni soudor pour une journee?,price_inquiry,welder,synth_v5_base
ch7al ykalefni soudor pour une journee? fel 5eme etage,price_inquiry,welder,synth_v6_location
ch7al ykalefni soudor pour une journee? khtar bezzaf,price_inquiry,welder,synth_v6_intensifier
ch7al ykalefni soudor pour une journee? m3a l bard,price_inquiry,welder,synth_v6_seasonal
نحوس على طبيب أسنان مليح في ورأله,out_of_scope,none,synth_v5_base
شحال السوم تاع كهربائي؟,price_inquiry,electrician,synth_v5_base
شحال السوم تاع عندي محل في كهربائي؟,price_inquiry,electrician,synth_v6_persona
شكون يركب سڨي أوتوماتيك في الجنينة؟,out_of_scope,none,synth_v5_base
واش هي الأسعار تاع صباغ في سطيف؟,price_inquiry,painter,synth_v5_base
واش هي الأسعار تاع صباغ في سطيف؟ هاذ الشهر,price_inquiry,painter,synth_v6_time
يا خويا نڨدر نلڨى طباخة يجي اليوم لـ باتنة؟,find_worker,caterer,synth_v5_base
يا عندي فيلا في خويا نڨدر نلڨى طباخة يجي اليوم لـ باتنة؟,find_worker,caterer,synth_v6_persona
يا خويا نڨدر نلڨى طباخة يجي اليوم لـ باتنة؟ مع الحر الشديد هذا,find_worker,caterer,synth_v6_seasonal
واش التطبيق يخدم بلا انترنات,app_question,none,synth_v5_base
شحال السوم تاع مول الخياطة؟,price_inquiry,tailor,synth_v5_base
توا توا: شحال السوم تاع مول الخياطة؟,price_inquiry,tailor,synth_v6_urgency
شحال السوم تاع مول الخياطة؟ مع الحر الشديد هذا,price_inquiry,tailor,synth_v6_seasonal
يا جماعة مرحبا,greeting_chitchat,none,synth_v5_base
وين نقرا لانجليزية في سطيف؟,out_of_scope,none,synth_v5_base
تنظيف الدار بعد العرس!! نحتاج واحد يجي فيسع,urgent_service,cleaner,synth_v5_base
تنظيف الدار بعد العرس!! نحتاج واحد يجي فيسع نهار الجمعة,urgent_service,cleaner,synth_v6_time
تنظيف الدار بعد العرس!! نحتاج واحد يجي فيسع مع البرد الكبير,urgent_service,cleaner,synth_v6_seasonal
صاحبي دوك دورك حلاقة في الدار لشيخ كبير ما يقدرش يخرج,urgent_service,barber,synth_v5_base
صاحبي عندي فيلا في دوك دورك حلاقة في الدار لشيخ كبير ما يقدرش يخرج,urgent_service,barber,synth_v6_persona
صاحبي دوك دورك حلاقة في الدار لشيخ كبير ما يقدرش يخرج معقول,urgent_service,barber,synth_v6_quality
win nechri machine a coudre f Mostaganem?,out_of_scope,none,synth_v5_base
"saha, saha khouya",greeting_chitchat,none,synth_v5_base
je cherche un plombi à Alger,find_worker,plumber,synth_v5_base
bghit bezzar: je cherche un plombi à Alger,urgent_service,plumber,synth_v6_urgency
je cherche un plombi à Alger f centre ville,find_worker,plumber,synth_v6_location
je cherche un plombi à Alger catastrophe,find_worker,plumber,synth_v6_intensifier
n7awes 3la ristouroun mlih lle3cha f wheran,out_of_scope,none,synth_v5_base
rahi 3nedi nheb ndiar پlakar 3la qias w7asl,find_worker,carpenter,synth_v5_base
rahi 3nedi nheb ndiar پlakar 3la qias w7asl قبل رمضان,find_worker,carpenter,synth_v6_time
rahi 3nedi nheb راني مالك عمارة في ndiar پlakar 3la qias w7asl,find_worker,carpenter,synth_v6_persona
n7awes 3la dentiste mli7 f Mostaganem,out_of_scope,none,synth_v5_base
شحال يدير عاملة تنظيف في مستغانم,price_inquiry,cleaner,synth_v5_base
شحال يدير عاملة تنظيف في مستغانم الأسبوع هذا,price_inquiry,cleaner,synth_v6_time
شحال راني طالب في يدير عاملة تنظيف في مستغانم,price_inquiry,cleaner,synth_v6_persona
شحال يدير عاملة تنظيف في مستغانم ياسر مليح,price_inquiry,cleaner,synth_v6_quality
"y3etikm el s7a, n7awes t9eni klimatizour nacht fi msetghanm",find_worker,ac_repair,synth_v5_base
"y3etikm el s7a, n7awes t9eni klimatizour nacht fi msetghanm demain matin",find_worker,ac_repair,synth_v6_time
"y3etikm el 3ajouza wa7dani f s7a, n7awes t9eni klimatizour nacht fi msetghanm",find_worker,ac_repair,synth_v6_persona
"y3etikm el s7a, n7awes t9eni klimatizour nacht fi msetghanm f centre ville",find_worker,ac_repair,synth_v6_location
recette nta3 couscous svp ya kho,out_of_scope,none,synth_v5_base
svp rani n7awes 3la kahrabji f Batna,find_worker,electrician,synth_v5_base
svp rani n7awes 3la kahrabji f Batna avant ramadan,find_worker,electrician,synth_v6_time
svp rani n7awes 3la kahrabji f Batna catastrophe,find_worker,electrician,synth_v6_intensifier
الجنان محتاج تنقية وقازون جديد,out_of_scope,none,synth_v5_base
كي نشعل الماشينة يطيح الضو شكون عندو حل,find_worker,electrician,synth_v5_base
كي نشعل الماشينة يطيح الضو شكون عندو حل ما عادش يتحمل,find_worker,electrician,synth_v6_intensifier
كي نشعل الماشينة يطيح الضو شكون عندو حل من الشتا الباردة,find_worker,electrician,synth_v6_seasonal
كي نشعل الماشينة يطيح الضو فيسع فيسع,urgent_service,electrician,synth_v5_base
مستعجل: كي نشعل الماشينة يطيح الضو فيسع فيسع,urgent_service,electrician,synth_v6_urgency
كي نشعل الماشينة راني عجوز وحداني في يطيح الضو فيسع فيسع,urgent_service,electrician,synth_v6_persona
كي نشعل الماشينة يطيح الضو فيسع فيسع في الطابق الخامس,urgent_service,electrician,synth_v6_location
واش الأحوال,greeting_chitchat,none,synth_v5_base
clim ma tberredch n7taj mol clima tawa dork merci,urgent_service,ac_repair,synth_v5_base
s il vous plait: clim ma tberredch n7taj mol clima tawa dork merci,urgent_service,ac_repair,synth_v6_urgency
clim ma tberredch n7taj mol clima tawa dork merci f manti9a ba3ida,urgent_service,ac_repair,synth_v6_location
clim ma tberredch n7taj mol clima tawa dork merci yzid kol yum,urgent_service,ac_repair,synth_v6_intensifier
كيفاه نفعل الموقع باش يلقاوني العمال,app_question,none,synth_v5_base
wach hi el as3ar ta3 7la9 f 9sentina,price_inquiry,barber,synth_v5_base
wach hi el as3ar ta3 7la9 f 9sentina avant l ete,price_inquiry,barber,synth_v6_time
wach hi el as3ar ta3 7la9 f 9sentina m3a garantie,price_inquiry,barber,synth_v6_quality
wach hi el as3ar ta3 7la9 f 9sentina fel 5eme etage,price_inquiry,barber,synth_v6_location
الكليمة تجمد وتحبس وحدها ونحتاج mol clima ديركت توا,urgent_service,ac_repair,synth_v5_base
عافاكم: الكليمة تجمد وتحبس وحدها ونحتاج mol clima ديركت توا,urgent_service,ac_repair,synth_v6_urgency
الكليمة تجمد وتحبس وحدها ونحتاج mol clima ديركت توا قبل الصيف,urgent_service,ac_repair,synth_v6_time
الكليمة تجمد وتحبس وحدها ونحتاج mol clima ديركت توا في منطقة بعيدة,urgent_service,ac_repair,synth_v6_location
واش كاين شي barbier قريب من Bordj Bou Arreridj؟ الله يخليك,find_worker,barber,synth_v5_base
واش كاين شي barbier قريب من Bordj Bou Arreridj؟ الله يخليك نهار السبت الصباح,find_worker,barber,synth_v6_time
الله يخليكم كسكسي لخمسين نفر لصدگة ومگدرتش نلگى حل,urgent_service,caterer,synth_v5_base
الله يخليكم كسكسي لخمسين نفر لصدگة ومگدرتش نلگى حل في عمارة قديمة,urgent_service,caterer,synth_v6_location
"ya cheikh j'ai oublié mon mot de passe, wach ndir?",app_question,none,synth_v5_base
chhal el soum ta3 mikaniki?,price_inquiry,mechanic,synth_v5_base
wach hi el as3ar ta3 mol ljbes f el jzair el 3asma?,price_inquiry,plasterer,synth_v5_base
wach hi el as3ar ta3 mol ljbes f el jzair el 3asma? avant ramadan,price_inquiry,plasterer,synth_v6_time
wach hi el as3ar ta3 mol ljbes f el jzair el 3asma? professionnel,price_inquiry,plasterer,synth_v6_quality
مستعجل: نحتاج بلاكيست اليوم في عنابة,urgent_service,plasterer,synth_v5_base
مستعجل: نحتاج عندي محل في بلاكيست اليوم في عنابة,urgent_service,plasterer,synth_v6_persona
مستعجل: نحتاج بلاكيست اليوم في عنابة من الرطوبة,urgent_service,plasterer,synth_v6_seasonal
واش معنى الاشتراك برو للعامل؟ الله يخليك,app_question,none,synth_v5_base
شحال يكلفني فام دو ميناج لليوم كامل؟,price_inquiry,cleaner,synth_v5_base
شحال يكلفني فام دو ميناج لليوم كامل؟ قبل العيد بيومين,price_inquiry,cleaner,synth_v6_time
دلوني على كوافور شاطر ومعقول,find_worker,barber,synth_v5_base
دلوني على كوافور راني مستأجر في شاطر ومعقول,find_worker,barber,synth_v6_persona
دلوني على كوافور شاطر ومعقول مضمون,find_worker,barber,synth_v6_quality
