text,intent,profession,source
urgence!! le placo tqawes mel humidité f Setif,urgent_service,plasterer,synth_v5_base
عندي حلاقة في الدار لشيخ كبير ما يقدرش يخرج في الدار، واش نديار؟,find_worker,barber,synth_v5_base
شحال نخلص باش نصلح الدوش مقطوع الما؟,price_inquiry,plumber,synth_v5_base
3aounouni! nheb ndiar siaj 7oul el jnan wrani 7asl,urgent_service,mason,synth_v5_base
rani n7awes 3la maçon f Setif svp,find_worker,mason,synth_v5_base
ch7al nkhalles bach nsale7 clim tetlok ri7a khayba? ya kho,price_inquiry,ac_repair,synth_v5_base
wach ne9der nesta3mel l appli offline,app_question,none,synth_v5_base
سلام خويا، واش هي الأسعار نتاع tabbakha في Chlef؟,price_inquiry,caterer,synth_v5_base
ارجو المساعدة بسرعة، الطوموبيل تدخن دخان كحل,urgent_service,mechanic,synth_v5_base
وين نشري ماكينة خياطة جديدة في Ouargla؟ والله غير حاصل,out_of_scope,none,synth_v5_base
يا خويا كيفاش نشوف تقييمات العامل قبل ما نخدم معاه؟,app_question,none,synth_v5_base
شحال يدير ميكانيكي في تيارت؟,price_inquiry,mechanic,synth_v5_base
ndirou drabzin 7did lledrej,find_worker,welder,synth_v5_base
الطوموبيل تحبس في نص الطريق وشكرا مسبقا,find_worker,mechanic,synth_v5_base
يعطيكم الصحة، نحوس مول البناء ناشط في وهران بارك الله فيكم,find_worker,mason,synth_v5_base
واش كاين شي حلاق قريب من بجاية؟,find_worker,barber,synth_v5_base
الدار فيها الما حابس في الدار كامل من سيمانة كاملة,find_worker,plumber,synth_v5_base
واش نقدر نخدم كعامل وكليان في نفس الوقت؟ وشكرا مسبقا,app_question,none,synth_v5_base
نحتاج طياب للوليمة نهار السبت، شكون يعرف tabbakha مليح؟ بارك الله فيكم,find_worker,caterer,synth_v5_base
cas urgent: cloison placo bach n9assmou la chambre,urgent_service,plasterer,synth_v5_base
chhal ykelf ldouch maqtou3 el ma,price_inquiry,plumber,synth_v5_base
العجلة تنفّس فيسع فيسع,urgent_service,mechanic,synth_v5_base
seche-linge khasser 3awnouni,find_worker,appliance_repair,synth_v5_base
ياخو الله يخليكم الكليماتيزور يدير صوت غريب ومأدرتش نلأى حل,urgent_service,ac_repair,synth_v5_base
مستعجل: نحتاج منوزيي اليوم في سكيكدة يعطيكم الصحة,urgent_service,carpenter,synth_v5_base
nheb tabbakha yji lyoum l Chlef,find_worker,caterer,synth_v5_base
الله يخليكم نحتاج فيدونج وتبديل الفيلترات ومگدرتش نلگى حل,urgent_service,mechanic,synth_v5_base
demenagement ta3 bureau n7taj déménageur tawa dork svp,urgent_service,mover,synth_v5_base
شحال يدير عاملة تنظيف في سطيف؟,price_inquiry,cleaner,synth_v5_base
نحتاج مول الخياطة يجي غدوة الصباح لـ عنابة,find_worker,tailor,synth_v5_base
rani nhawes 3la li ysala7 la clim f wregla,find_worker,ac_repair,synth_v5_base
يا جماعة يعيشك خويا,greeting_chitchat,none,synth_v5_base
نحب نبدل بلاصة الكليمة!! نحتاج واحد يجي فيسع,urgent_service,ac_repair,synth_v5_base
combien pour tableau electrique 9dim,price_inquiry,electrician,synth_v5_base
3andi escalier en bois yzegzeg,find_worker,carpenter,synth_v5_base
"svp mol l placo f Constantine vite, cloison placo bach ngassmou la chambre",urgent_service,plasterer,synth_v5_base
chkoun 3ando numero ta3 مول الصباغة f تلمسان?,find_worker,painter,synth_v5_base
راني نحوس على مول الضو في بليدة,find_worker,electrician,synth_v5_base
"3andi moteur yeskhon bezzaf, chkoun ye3ref mécanicien mli7?",find_worker,mechanic,synth_v5_base
ارجو المساعدة بسرعة، نبغي ديكور جبس في السقف,urgent_service,plasterer,synth_v5_base
ch7al prix ta3 abonnement par mois?,app_question,none,synth_v5_base
ارجو المساعدة بسرعة، جبس السقف طايح شوية شوية,urgent_service,plasterer,synth_v5_base
ya cheikh labas 3likm?,greeting_chitchat,none,synth_v5_base
نبغي نتعلم الخياطة واش كاين تكوين ڨريب؟,out_of_scope,none,synth_v5_base
chakhchoukha l mounasba,find_worker,caterer,synth_v5_base
peinture ta3 chambre d'enfants 3awnouni,find_worker,painter,synth_v5_base
نگدر نلگى لي يصلح الكليمة يجي اليوم لـ جيجل؟,find_worker,ac_repair,synth_v5_base
llh ykhelikm el klima tjemd wte7bes w7edha wme9dertech nle9a 7l merci,urgent_service,ac_repair,synth_v5_base
شكون ربح الكان هاد العام,out_of_scope,none,synth_v5_base
"bliz mol el khiata f skikda douk dork, tre9i3 ljakita l9dima ya kho",urgent_service,tailor,synth_v5_base
prof ta3 maths l les cours particuliers svp,out_of_scope,none,synth_v5_base
wech el ttebi9 mjani wla balkhelas?,app_question,none,synth_v5_base
n7taj mecanicien yji ghodwa el sba7 l Tlemcen,find_worker,mechanic,synth_v5_base
rahi 3nedi n7taj ntouaia wsiana clima 9bel el sif w7asl,find_worker,ac_repair,synth_v5_base
تصليح سودير في السلم الحديدي,find_worker,welder,synth_v5_base
kifach neb3et demande de service?,app_question,none,synth_v5_base
راهي عندي نحتاج طباخة لعرس مية نفر وحاصل,find_worker,caterer,synth_v5_base
سلام خويا، واش معنى الاشتراك برو للعامل؟,app_question,none,synth_v5_base
ya khouya sbagha labouab walfenitrat chkoun 3nedou 7l,find_worker,painter,synth_v5_base
7it l7ouch mail wkhaifin yti7 3aounouni,find_worker,mason,synth_v5_base
ch7al taman bach ndir toute la maison sans courant,price_inquiry,electrician,synth_v5_base
meuble tv en placo fel mur w ma 3reftch win nrou7 rabi y7afdkom,find_worker,plasterer,synth_v5_base
chhal ykelf dimnajmoun kamel lledar?,price_inquiry,mover,synth_v5_base
kifah nkhedm bhad el ttebi9?,app_question,none,synth_v5_base
nettoyage appartement 9bel ma nekriwah w ma 3reftch win nrou7,find_worker,cleaner,synth_v5_base
ch7al ykalefni soudor pour une journee?,price_inquiry,welder,synth_v5_base
نحوس على طبيب أسنان مليح في ورأله,out_of_scope,none,synth_v5_base
شحال السوم تاع كهربائي؟,price_inquiry,electrician,synth_v5_base
شكون يركب سڨي أوتوماتيك في الجنينة؟,out_of_scope,none,synth_v5_base
واش هي الأسعار تاع صباغ في سطيف؟,price_inquiry,painter,synth_v5_base
يا خويا نڨدر نلڨى طباخة يجي اليوم لـ باتنة؟,find_worker,caterer,synth_v5_base
واش التطبيق يخدم بلا انترنات,app_question,none,synth_v5_base
شحال السوم تاع مول الخياطة؟,price_inquiry,tailor,synth_v5_base
يا جماعة مرحبا,greeting_chitchat,none,synth_v5_base
وين نقرا لانجليزية في سطيف؟,out_of_scope,none,synth_v5_base
تنظيف الدار بعد العرس!! نحتاج واحد يجي فيسع,urgent_service,cleaner,synth_v5_base
صاحبي دوك دورك حلاقة في الدار لشيخ كبير ما يقدرش يخرج,urgent_service,barber,synth_v5_base
win nechri machine a coudre f Mostaganem?,out_of_scope,none,synth_v5_base
"saha, saha khouya",greeting_chitchat,none,synth_v5_base
je cherche un plombi à Alger,find_worker,plumber,synth_v5_base
n7awes 3la ristouroun mlih lle3cha f wheran,out_of_scope,none,synth_v5_base
rahi 3nedi nheb ndiar پlakar 3la qias w7asl,find_worker,carpenter,synth_v5_base
n7awes 3la dentiste mli7 f Mostaganem,out_of_scope,none,synth_v5_base
شحال يدير عاملة تنظيف في مستغانم,price_inquiry,cleaner,synth_v5_base
"y3etikm el s7a, n7awes t9eni klimatizour nacht fi msetghanm",find_worker,ac_repair,synth_v5_base
recette nta3 couscous svp ya kho,out_of_scope,none,synth_v5_base
svp rani n7awes 3la kahrabji f Batna,find_worker,electrician,synth_v5_base
الجنان محتاج تنقية وقازون جديد,out_of_scope,none,synth_v5_base
كي نشعل الماشينة يطيح الضو شكون عندو حل,find_worker,electrician,synth_v5_base
كي نشعل الماشينة يطيح الضو فيسع فيسع,urgent_service,electrician,synth_v5_base
واش الأحوال,greeting_chitchat,none,synth_v5_base
clim ma tberredch n7taj mol clima tawa dork merci,urgent_service,ac_repair,synth_v5_base
كيفاه نفعل الموقع باش يلقاوني العمال,app_question,none,synth_v5_base
wach hi el as3ar ta3 7la9 f 9sentina,price_inquiry,barber,synth_v5_base
الكليمة تجمد وتحبس وحدها ونحتاج mol clima ديركت توا,urgent_service,ac_repair,synth_v5_base
واش كاين شي barbier قريب من Bordj Bou Arreridj؟ الله يخليك,find_worker,barber,synth_v5_base
الله يخليكم كسكسي لخمسين نفر لصدگة ومگدرتش نلگى حل,urgent_service,caterer,synth_v5_base
"ya cheikh j'ai oublié mon mot de passe, wach ndir?",app_question,none,synth_v5_base
chhal el soum ta3 mikaniki?,price_inquiry,mechanic,synth_v5_base
wach hi el as3ar ta3 mol ljbes f el jzair el 3asma?,price_inquiry,plasterer,synth_v5_base
مستعجل: نحتاج بلاكيست اليوم في عنابة,urgent_service,plasterer,synth_v5_base
واش معنى الاشتراك برو للعامل؟ الله يخليك,app_question,none,synth_v5_base
شحال يكلفني فام دو ميناج لليوم كامل؟,price_inquiry,cleaner,synth_v5_base
دلوني على كوافور شاطر ومعقول,find_worker,barber,synth_v5_base
3andi congelateur ma yjamedch,find_worker,appliance_repair,synth_v5_base
وين نقرا لانجليزية في وهران؟,out_of_scope,none,synth_v5_base
تقصير الكم تاع القميجة ومازال ما لقيتش لي يصلحها,find_worker,tailor,synth_v5_base
"nfed lghbera wmes7 lblat nta3 el fila, chkoun y3erf li ydir lminaj mlih?",find_worker,cleaner,synth_v5_base
سلام خويا، كيفاه نبدل المهنة تاعي في البروفيل؟,app_question,none,synth_v5_base
شحال نخلص باش نصلح نحتاج طياب للوليمة نهار السبت؟,price_inquiry,caterer,synth_v5_base
win nechri machine a coudre f عنابة?,out_of_scope,none,synth_v5_base
chkoun 3ando numero ta3 wa7ed y3aweni f khedma f dar f Tlemcen?,find_worker,none,synth_v5_base
cloture en fer te7taj soudure fissa3 svp,urgent_service,welder,synth_v5_base
كيفاش نفعل الموقع باش يلقاوني العمال؟,app_question,none,synth_v5_base
déménagement complet,find_worker,mover,synth_v5_base
n7awes 3la dentiste mli7 f Chlef,out_of_scope,none,synth_v5_base
"sa7bi rani n7awes 3la khdema nkhedmeha, wech kayen blais?",out_of_scope,none,synth_v5_base
ch7al taman bach ndir repeindre la façade ta3 dar?,price_inquiry,painter,synth_v5_base
عندي الما حابس في الدار كامل في الدار، واش نديار؟,find_worker,plumber,synth_v5_base
شحال يكلف نحب نديار قفص حديد فوق السطح؟ والله غير حاصل,price_inquiry,welder,synth_v5_base
n7taj tnedif eddar 9bel ma nseknou fiha,find_worker,cleaner,synth_v5_base
chkoun 3ando numero ta3 demenageur f Constantine?,find_worker,mover,synth_v5_base
n7awlou l dar jdida f nefs el 7ay chkoun 3ando solution svp,find_worker,mover,synth_v5_base
راني نحوس على سباك في وهران,find_worker,plumber,synth_v5_base
حالة مستعجلة: الكناپي ولا مصفر من الاولاد ويحتاج غسيل عميق,urgent_service,cleaner,synth_v5_base
كيفاه نشوف تڨييمات العامل ڨبل ما نخدم معاه؟,app_question,none,synth_v5_base
le portail khrej men blasstou w ma 3reftch win nrou7,find_worker,welder,synth_v5_base
m3elich t9ouli kifech rah el t9es f Oran?,out_of_scope,none,synth_v5_base
les prix nta3 reparateur machine a laver f Oran?,price_inquiry,appliance_repair,synth_v5_base
يا شيخ نحتاج تركيب سونيري تاع الباب من فضلكم,find_worker,electrician,synth_v5_base
kifech nchark f l3roud ta3 el khdemat,app_question,none,synth_v5_base
mset3ejle: n7taj soudour lyoum fi boumredas,urgent_service,welder,synth_v5_base
win kayen pharmacie qriba f برج بوعريريج,out_of_scope,none,synth_v5_base
خويا ميناج أسبوعي للفيلا شكون يجي يشوفها,find_worker,cleaner,synth_v5_base
wech hi las3ar nta3 masoun f lchlef?,price_inquiry,mason,synth_v5_base
dar fiha tre9i3 ljakita el 9dima mn simana kamla,find_worker,tailor,synth_v5_base
وين نلقى بيتزيريا مليحة في تلمسان؟,out_of_scope,none,synth_v5_base
نبيع تيليفون سامسونج شبه جديد ياخو,out_of_scope,none,synth_v5_base
arrosage automatique lel jnina chkoun yrakbou? rabi y7afdkom,out_of_scope,none,synth_v5_base
kifah nghayyer profession fel compte ta3i? rabi y7afdkom,app_question,none,synth_v5_base
الجبس تاع البيت طاح مع الشتا واش نديار,find_worker,plasterer,synth_v5_base
يا خويا التيليفون تاعي تهرس الايكران وين نصلحو؟,out_of_scope,none,synth_v5_base
نحوس جنايني يقلم الأشجار تاع الجنان,out_of_scope,none,synth_v5_base
wech lkhlas ykoun kach wla balkarta?,app_question,none,synth_v5_base
شحال نخلص باش نصلح نفض الغبرة ومسح البلاط تاع الفيلا؟,price_inquiry,cleaner,synth_v5_base
صاحبي نسيت كلمة السر، واش نديار؟,app_question,none,synth_v5_base
demenagement ta3 bureau n7taj لي ينقل الأثاث tawa dork,urgent_service,mover,synth_v5_base
صاحبي صحيت خويا,greeting_chitchat,none,synth_v5_base
واش التطبيڨ مجاني ولا بالخلاص؟,app_question,none,synth_v5_base
nheb 7addad yji lyoum l Ouargla,find_worker,welder,synth_v5_base
يا جماعة سلام,greeting_chitchat,none,synth_v5_base
وين نلقى بيتزيريا مليحة في Tizi Ouzou؟,out_of_scope,none,synth_v5_base
"svp bennay f Annaba vite, monter un mur en parpaing",urgent_service,mason,synth_v5_base
vidange w les filtres 3awnouni,find_worker,mechanic,synth_v5_base
سلام خويا، نحوس على طبيب أسنان مليح في بليدة,out_of_scope,none,synth_v5_base
سلام خويا، شحال يكلف الاشتراك في الشهر؟,app_question,none,synth_v5_base
وين نلقى بيتزيريا مليحة في Tlemcen؟,out_of_scope,none,synth_v5_base
عندي حففلي راسي ديغراديه ونحتاج واحد يصلحهالي,find_worker,barber,synth_v5_base
jbes plafond tai7 chouia chouia,find_worker,plasterer,synth_v5_base
nheb tbakha tji ttib f dar lmenasba chkoun 3nedou 7l,find_worker,caterer,synth_v5_base
3andi cuisiniere ma tech3elch,find_worker,appliance_repair,synth_v5_base
عندي نأل عفش عروسة,find_worker,mover,synth_v5_base
نحتاج واحد يعاونني في خدمة في الدار مليح في الشلف,find_worker,none,synth_v5_base
"svp لحّام f باتنة vite, balustrade lel balcon",urgent_service,welder,synth_v5_base
كيفاه نشارك في العروض تاع الخدمات؟,app_question,none,synth_v5_base
دلوني على خياط شاطر ومعڨول,find_worker,tailor,synth_v5_base
khouya 7it el 7ouch mail wkhaifin yti7 chkoun yji ychoufha,find_worker,mason,synth_v5_base
khouya tesli7 soudir f lslem l7didi chkoun yji ychoufha,find_worker,welder,synth_v5_base
نحوس على طبيب أسنان مليح في Bordj Bou Arreridj,out_of_scope,none,synth_v5_base
ya kho slam,greeting_chitchat,none,synth_v5_base
ch7al ykelf n7eb nzid prise jdida f el birou?,price_inquiry,electrician,synth_v5_base
حالة مستعجلة: صباغة الأبواب والفنيترات,urgent_service,painter,synth_v5_base
طوفان الما في الكوزينة ونحتاج sebbak ديركت توا,urgent_service,plumber,synth_v5_base
وين نقرا لانجليزية في عنابة؟,out_of_scope,none,synth_v5_base
win ncheri blakat blakou baljemla?,out_of_scope,none,synth_v5_base
"3andi tabbakha lel 3ers, chkoun ye3ref traiteur mli7?",find_worker,caterer,synth_v5_base
شحال يكلفني بنّاء لليوم كامل,price_inquiry,mason,synth_v5_base
مستعجل: نحتاج مول الكليمة اليوم في سطيف,urgent_service,ac_repair,synth_v5_base
nfed lghbera wmes7 el blat nta3 el fila mn fdelkem,find_worker,cleaner,synth_v5_base
n7eb sbagha ghrefa el atfal balouan chaba fissa3 fissa3,urgent_service,painter,synth_v5_base
wach kayen مول البناء 9rib meni f باتنة?,find_worker,mason,synth_v5_base
wech lttebiq mjani wla balkhelas? wallah ghir 7asel,app_question,none,synth_v5_base
وين نلڨى الطلبات لي بعثتهم؟,app_question,none,synth_v5_base
clim tetlok ri7a khayba chkoun 3ando solution,find_worker,ac_repair,synth_v5_base
wech el ttebi9 ykhedm bla anternat,app_question,none,synth_v5_base
فو بلافون مع اضاءة مخبية ونحتاج مول البلاكو ديركت توا,urgent_service,plasterer,synth_v5_base
dork dork ri7at el mjari fel hammam,urgent_service,plumber,synth_v5_base
بشحال الخدمة تاع فام دو ميناج تقريبا؟,price_inquiry,cleaner,synth_v5_base
n7taj nrakeb skhan lma jdid!! n7taj wa7d yji fissa3,urgent_service,plumber,synth_v5_base
مستعجل: نحتاج لي يدير الميناج اليوم في بليدة,urgent_service,cleaner,synth_v5_base
جاري ڨالي نسڨسي هنا على كهربائي في عنابة يعطيكم الصحة,find_worker,electrician,synth_v5_base
شكون عندو نيميرو تاع سباك في تيزي وزو؟ بارك الله فيكم,find_worker,plumber,synth_v5_base
ch7al lsoum ta3 li ydir lminaj,price_inquiry,cleaner,synth_v5_base
شحال نخلص باش نصلح السروال يحتاج تقصير؟,price_inquiry,tailor,synth_v5_base
بليز منوزيي في بليدة دورك دورك، نحب نديار كوزينة خشب على قياس,urgent_service,carpenter,synth_v5_base
"3andi micro-onde mat, chkoun ye3ref réparateur électroménager mli7?",find_worker,appliance_repair,synth_v5_base
جاري گالي نسگسي هنا على تريسيان في تيزي وزو,find_worker,electrician,synth_v5_base
بليز لي ينقل الأثاث في تيارت دورك دورك، ديمناجمون كامل للدار,urgent_service,mover,synth_v5_base
"3andi cloture en fer te7taj soudure, chkoun ye3ref لحّام mli7?",find_worker,welder,synth_v5_base
cas urgent: baignoire msdouda,urgent_service,plumber,synth_v5_base
دورك دورك نحتاج طياب للوليمة نهار السبت,urgent_service,caterer,synth_v5_base
نحتاج بنّاء مليح في بومرداس,find_worker,mason,synth_v5_base
"bonjour, devis approximatif: lampe techmel w tetfa wa7edha?",price_inquiry,electrician,synth_v5_base
لاباس عليكم,greeting_chitchat,none,synth_v5_base
sa7bi el lh ykhelikm nheb nzid priza jdida fi lbirou wme2dertech nle2a 7l,urgent_service,electrician,synth_v5_base
الماشينة تاع الصابون ما تدورش من فضلكم,find_worker,appliance_repair,synth_v5_base
bn nuit khouya svp,greeting_chitchat,none,synth_v5_base
يعطيك الصحه,greeting_chitchat,none,synth_v5_base
3andi frigo ydir bruit bizarre,find_worker,appliance_repair,synth_v5_base
wach kayen barbier 9rib meni f Oran?,find_worker,barber,synth_v5_base
حالة مستعجلة: نبغي نبدل بلاصة الكليمة,urgent_service,ac_repair,synth_v5_base
شحال السوم تاع peintre,price_inquiry,painter,synth_v5_base
الله يخليكم قنوات الما تاع الدار قدام يسقطو ومقدرتش نلقى حل,urgent_service,plumber,synth_v5_base
msa el khir,greeting_chitchat,none,synth_v5_base
كيفاش نبدل رڨم تيليفوني في الكونت,app_question,none,synth_v5_base
جاري گالي نسگسي هنا على تريسيان في غرداية,find_worker,electrician,synth_v5_base
ch7al ykalefni طباخة pour une journee?,price_inquiry,caterer,synth_v5_base
restaurant ghaya l le diner f بسكرة?,out_of_scope,none,synth_v5_base
الفنيترة ما تسكرش مليح ونحتاج najjar ديركت توا,urgent_service,carpenter,synth_v5_base
chhal ykelf n7taj tnedif eddar 9bel ma nseknou fiha?,price_inquiry,cleaner,synth_v5_base
chkoun 3ando numero ta3 wa7ed y3aweni f khedma f dar f الجزائر العاصمة?,find_worker,none,synth_v5_base
واش نقدر نلغي طلب بعثتو,app_question,none,synth_v5_base
combien pour fuite d'eau f la cuisine?,price_inquiry,plumber,synth_v5_base
n7taj t9eni klimatizour yji ghodwa lsba7 l batna,find_worker,ac_repair,synth_v5_base
nheb ncheri machina saboun jdida ch7al el soum?,out_of_scope,none,synth_v5_base
7ala mset3ejla: nbedlou dar lchher el jai wne7tajou n9el l9ch,urgent_service,mover,synth_v5_base
سلام خويا، نحب نشري ماشينة صابون جديدة شحال السوم؟,out_of_scope,none,synth_v5_base
راهي عندي الجبس نتاع السقف تشقق ومحتاج تصليح وحاصل,find_worker,plasterer,synth_v5_base
واش كاين شي مول السودير قريب من تيزي وزو؟,find_worker,welder,synth_v5_base
عندي نحتاج مرا تعاون ماما في قضيان الدار في الدار، واش نديار؟,find_worker,cleaner,synth_v5_base
الفنيترة ما تسكرش مليح ومازال ما لأيتش لي يصلحها,find_worker,carpenter,synth_v5_base
الدار فيها خياطة ريدو للصالون من سيمانة كاملة,find_worker,tailor,synth_v5_base
شحال يكلف الكليمة ما تسخنش في الشتا؟,price_inquiry,ac_repair,synth_v5_base
"y3etikm ls7a, nhawes bloumbi nacht f skikda",find_worker,plumber,synth_v5_base
el bab l7didia khrejt mn blasteha chkoun 3nedou 7l,find_worker,welder,synth_v5_base
kifach n3ayet l worker apres la mission? wallah ghir 7asel,app_question,none,synth_v5_base
je cherche un agent de nettoyage à Tlemcen,find_worker,cleaner,synth_v5_base
صحا، بشحال الخدمة نتاع مول الخياطة تقريبا؟,price_inquiry,tailor,synth_v5_base
نحب نديار باب حديد للحوش شكون عندو حل,find_worker,welder,synth_v5_base
kifech nchouf t2iimat el 3aml 2bel ma nkhedm m3ah,app_question,none,synth_v5_base
من فضلكم كيفاش نبعث طلب خدمة؟,app_question,none,synth_v5_base
واش كاين شي electricien ڨريب من Constantine؟,find_worker,electrician,synth_v5_base
combien pour transport ta3 les affaires l dar jdida?,price_inquiry,mover,synth_v5_base
يا شيخ واش من فيلم زين نتفرجو اليوم؟,out_of_scope,none,synth_v5_base
coiffure a domicile pour le mariage!! chkoun yji fissa3?,urgent_service,barber,synth_v5_base
نحب نبدل الروبينات تاع الكوزينة فيسع فيسع,urgent_service,plumber,synth_v5_base
"saha, wach men film mli7 nchoufou lyoum?",out_of_scope,none,synth_v5_base
drouk dork machine a laver tejri el ma men ta7t,urgent_service,appliance_repair,synth_v5_base
ya kho pc ta3i wela lourd bezzaf wach ndir?,out_of_scope,none,synth_v5_base
عندي الباب تاع الكوزينة تكسر,find_worker,carpenter,synth_v5_base
ياخو صباح الخير,greeting_chitchat,none,synth_v5_base
نڨدر نلڨى mecanicien يجي اليوم لـ Blida,find_worker,mechanic,synth_v5_base
n7awes 3la appartement l kra f Bordj Bou Arreridj,out_of_scope,none,synth_v5_base
win nechri gazon w les plantes f Ghardaia?,out_of_scope,none,synth_v5_base
يعطيكم الصحة، نحوس مول الميكانيك ناشط في وهران,find_worker,mechanic,synth_v5_base
بشحال الخدمة تاع ميكانيسيان تقريبا؟,price_inquiry,mechanic,synth_v5_base
nzid des prises fel cuisine 3awnouni,find_worker,electrician,synth_v5_base
الما ضعيف ما يطلعش للطابق واش نديار,find_worker,plumber,synth_v5_base
نحوس على شگة للكراء في غرداية,out_of_scope,none,synth_v5_base
kifach rah el jaw f Boumerdes?,out_of_scope,none,synth_v5_base
ياخو كيفاش نشوف تأييمات العامل ابل ما نخدم معاه؟,app_question,none,synth_v5_base
3andi embrayage yzle9,find_worker,mechanic,synth_v5_base
wach kayen mol clima 9rib meni f Jijel?,find_worker,ac_repair,synth_v5_base
الدار فيها نحتاج كاميو صغير ننقل بيه الأثاث من سيمانة كاملة,find_worker,mover,synth_v5_base
صحا، الطوموبيل تدخن دخان كحل شكون عندو حل,find_worker,mechanic,synth_v5_base
سلام خويا، شكون عندو نيميرو تاع نجار في عنابة؟,find_worker,carpenter,synth_v5_base
بليز مصلح تلاجات في الجزائر العاصمة دورك دورك، اللافيسال تحبس في نص البروغرام بارك الله فيكم,urgent_service,appliance_repair,synth_v5_base
مستعجل: نحتاج مول البناء اليوم في مستغانم,urgent_service,mason,synth_v5_base
ch7al ykalefni بنّاء pour une journee,price_inquiry,mason,synth_v5_base
بشحال الخدمة تاع عاملة تنظيف تقريبا؟,price_inquiry,cleaner,synth_v5_base
الكليمة تطلق ريحة كريهة ونحتاج لي يصلح الكليمة ديركت توا,urgent_service,ac_repair,synth_v5_base
mur ta3 7ouch mayel n7taj bennay tawa dork,urgent_service,mason,synth_v5_base
chkoun 3ando numero ta3 peintre f Annaba?,find_worker,painter,synth_v5_base
les prix ta3 couturier f Ghardaia?,price_inquiry,tailor,synth_v5_base
ya cheikh ch7al ykelf el achterak fi lchher?,app_question,none,synth_v5_base
نحب نديار پلاكار على ڨياس ونحتاج منوزيي ديركت توا,urgent_service,carpenter,synth_v5_base
وين نقرا لانجليزية في جيجل؟,out_of_scope,none,synth_v5_base
cas urgent: installer des spots fel plafond,urgent_service,electrician,synth_v5_base
dorka dork nfed lghbera wmes7 el blat ta3 lfila,urgent_service,cleaner,synth_v5_base
nqel 3fech 3rousa wach ndiar,find_worker,mover,synth_v5_base
الجنان محتاج تنگية وگازون جديد ياخو,out_of_scope,none,synth_v5_base
n7awes 3la ch9a llekra f msetghanm,out_of_scope,none,synth_v5_base
سقف الغاراج طايح منو الاسمنت وباين الحديد ونحتاج maçon ديركت توا,urgent_service,mason,synth_v5_base
واش الخلاص يكون كاش ولا بالكارطة؟ بارك الله فيكم,app_question,none,synth_v5_base
واش هي الأسعار تاع صباغ في برج بوعريريج؟,price_inquiry,painter,synth_v5_base
femme de menage l villa kol khemis men fadlkom,find_worker,cleaner,synth_v5_base
جاري گالي نسگسي هنا على فام دو ميناج في بومرداس,find_worker,cleaner,synth_v5_base
wech rahi akhbar el match ta3 el bar7?,out_of_scope,none,synth_v5_base
rahi 3nedi t7efifa llaoulad 9bel ldkhoul lmdersi w7asl,find_worker,barber,synth_v5_base
يا جماعة كيفاش نفعل الموقع باش يلقاوني العمال؟,app_question,none,synth_v5_base
نحتاج سباك يجي غدوة الصباح لـ بليدة,find_worker,plumber,synth_v5_base
ch7al ydir peintre f Constantine?,price_inquiry,painter,synth_v5_base
عندي الاومبرياج يزلأ في الدار، واش نديار؟,find_worker,mechanic,synth_v5_base
n7awes 3la ristouroun mli7 lle3cha f stif,out_of_scope,none,synth_v5_base
سلام خويا، وين نلأى بيتزيريا مليحة في ورألة؟,out_of_scope,none,synth_v5_base
الدار فيها نگل بيانو من الطابگ الرابع من سيمانة كاملة,find_worker,mover,synth_v5_base
